Gene,Log2FoldChange,pvalue
ENSG00000183405,-0.013933565,0.895775598
ENSG00000183423,0.012905769,0.759360599
ENSG00000183426,-0.21250059,0.067494449
ENSG00000183431,-0.152417712,0.060855356
ENSG00000183439,-0.095349039,0.389913461
ENSG00000183444,0.101932308,0.402011898
ENSG00000183454,3.605574218,0.000316986
ENSG00000183458,-0.187862095,0.179495017
ENSG00000183473,0.044770635,0.303047223
ENSG00000183474,-0.049710677,0.67375543
ENSG00000183475,-0.062375848,0.574954874
ENSG00000183476,0.100073027,0.174633562
ENSG00000183479,0.133717795,0.323467158
ENSG00000183484,0.166101556,0.095814379
ENSG00000183486,-0.018250113,0.874639764
ENSG00000183495,0.132197205,0.189980723
ENSG00000183496,1.439548511,2.52E-05
ENSG00000183506,0.079024804,0.476471682
ENSG00000183508,2.377922687,1.57E-13
ENSG00000183513,0.048159171,0.627495366
ENSG00000183520,-0.031651347,0.77133848
ENSG00000183527,0.042768775,0.689844024
ENSG00000183530,-0.22634366,0.028051899
ENSG00000183558,-0.234248578,0.111291524
ENSG00000183562,-0.01934016,0.750926462
ENSG00000183569,0.031810112,0.806053755
ENSG00000183570,-0.137874033,0.053152097
ENSG00000183576,-0.189873014,0.060891313
ENSG00000183578,-0.1786192,0.211188564
ENSG00000183579,-0.260944911,0.028212299
ENSG00000183580,-0.418960561,0.011397348
ENSG00000183597,0.002632202,0.978148315
ENSG00000183598,-0.052580077,0.548577157
ENSG00000183604,-0.010671745,0.91679716
ENSG00000183605,-0.039880602,0.756378286
ENSG00000183615,0.062868529,0.62493341
ENSG00000183617,-0.08597071,0.453638141
ENSG00000183621,-0.650086582,3.88E-06
ENSG00000183624,-0.132056356,0.220197404
ENSG00000183625,0.108985952,0.111723391
ENSG00000183628,-0.338120807,0.03889058
ENSG00000183629,0.066669652,0.236415348
ENSG00000183632,0.031437087,0.495644091
ENSG00000183644,-0.262028665,0.037741875
ENSG00000183647,0.049834065,0.702345809
ENSG00000183648,0.070214172,0.441217169
ENSG00000183655,-0.558236928,0.000621608
ENSG00000183662,-0.018202772,0.732185495
ENSG00000183665,0.021654423,0.848840062
ENSG00000183666,0.377368313,0.006467132
ENSG00000183668,0.011748227,0.792216183
ENSG00000183671,-0.262682387,0.096475954
ENSG00000183675,0.197048424,0.017707875
ENSG00000183682,0.04639842,0.564600811
ENSG00000183684,-0.056365118,0.610758832
ENSG00000183688,-0.670746497,0.00020031
ENSG00000183690,-0.196610202,0.155886125
ENSG00000183691,-1.050338464,0.007678166
ENSG00000183696,0.645583313,0.011439056
ENSG00000183715,0.033688487,0.609661868
ENSG00000183718,-0.173118852,0.179887545
ENSG00000183722,-0.674964406,2.05E-15
ENSG00000183723,-0.733273406,2.71E-05
ENSG00000183726,-0.659437619,3.17E-08
ENSG00000183735,-0.030086087,0.737409297
ENSG00000183741,0.043365113,0.707235502
ENSG00000183742,0.093589037,0.307220637
ENSG00000183748,-0.066822532,0.032861888
ENSG00000183751,-0.056573754,0.640051073
ENSG00000183760,-0.007658091,0.873056162
ENSG00000183762,0.205751903,0.090998441
ENSG00000183763,0.530833628,0.01154562
ENSG00000183765,0.257313656,0.07386579
ENSG00000183773,-0.078752344,0.458621835
ENSG00000183775,0.686359181,0.005216889
ENSG00000183779,-0.26485565,0.096964379
ENSG00000183791,-0.029341818,0.534128505
ENSG00000183793,-0.223899046,0.058272664
ENSG00000183798,0.005862462,0.937586454
ENSG00000183801,0.887979308,5.40E-05
ENSG00000183807,-0.07712564,0.288772818
ENSG00000183808,-0.046097308,0.68645887
ENSG00000183814,0.392180742,0.034767292
ENSG00000183826,-0.176914635,0.098952119
ENSG00000183828,0.317714038,0.046902893
ENSG00000183831,0.400457324,0.015595773
ENSG00000183833,-0.000401176,0.99428757
ENSG00000183837,0.398012583,0.033541581
ENSG00000183840,-0.083354179,0.366955586
ENSG00000183850,0.044525195,0.477965566
ENSG00000183853,0.136005782,0.240430593
ENSG00000183856,0.106846747,0.399017778
ENSG00000183864,-0.28561389,0.009691667
ENSG00000183873,-0.074367725,0.245620616
ENSG00000183876,1.399241625,0.000116843
ENSG00000183878,0.006473134,0.862791059
ENSG00000183889,-0.213630175,0.074561437
ENSG00000183891,-0.351997625,0.043071001
ENSG00000183914,-0.012426209,0.8780807
ENSG00000183921,0.005418667,0.900679938
ENSG00000183929,-0.072668998,0.474193734
ENSG00000183935,0.277628793,0.080044769
ENSG00000183941,0.47005355,0.000404908
ENSG00000183943,0.1123891,0.261647584
ENSG00000183955,0.237497295,0.048189966
ENSG00000183960,0.035093187,0.56939961
ENSG00000183963,0.855900419,1.42E-07
ENSG00000183971,0.026541925,0.663389536
ENSG00000183977,0.026615208,0.735616042
ENSG00000183978,-0.067949846,0.521823638
ENSG00000184005,-0.099330952,0.341133044
ENSG00000184007,-0.249594086,0.000235878
ENSG00000184009,-0.557268901,2.93E-05
ENSG00000184014,-0.159874111,0.024595941
ENSG00000184040,-0.037401892,0.44456453
ENSG00000184047,0.111805663,0.395490062
ENSG00000184056,0.024431659,0.826437906
ENSG00000184058,0.010891996,0.855980459
ENSG00000184060,0.141454327,0.25445208
ENSG00000184068,0.112631392,0.394847903
ENSG00000184076,-0.046600723,0.609245418
ENSG00000184083,-0.287503985,0.028245139
ENSG00000184100,0.046833108,0.707569053
ENSG00000184106,0.037933717,0.373345312
ENSG00000184110,0.066154514,0.619643723
ENSG00000184117,0.162395391,0.168231269
ENSG00000184139,0.058987677,0.55067105
ENSG00000184154,0.162080977,0.209470506
ENSG00000184156,-2.235543591,9.41E-06
ENSG00000184160,-0.090435858,0.092966398
ENSG00000184162,-0.41464231,0.013085364
ENSG00000184163,-0.03410157,0.751486217
ENSG00000184164,0.076654461,0.551322021
ENSG00000184178,0.112590238,0.366074256
ENSG00000184182,-0.059107311,0.59430699
ENSG00000184185,-0.716167011,0.002254235
ENSG00000184194,0.32879833,0.055726845
ENSG00000184203,-0.105343177,0.343439193
ENSG00000184205,0.451649138,0.001881427
ENSG00000184206,-0.054464739,0.647880453
ENSG00000184207,-0.177473942,0.174485203
ENSG00000184208,0.067448383,0.504434613
ENSG00000184209,-0.052489357,0.649910003
ENSG00000184216,-0.184145416,0.160660663
ENSG00000184220,-0.182461496,0.126915905
ENSG00000184226,-0.183036889,0.184111478
ENSG00000184227,-0.787384787,4.01E-06
ENSG00000184232,0.089534044,0.509286104
ENSG00000184254,0.199626358,0.085391962
ENSG00000184258,-0.001178799,0.989626885
ENSG00000184260,-0.162797875,0.186498241
ENSG00000184261,0.032187284,0.452285823
ENSG00000184271,0.282096306,0.010596803
ENSG00000184277,-0.042369598,0.694628513
ENSG00000184281,-0.105589801,0.382149511
ENSG00000184292,-0.099946638,0.39522977
ENSG00000184304,-0.681750733,2.00E-09
ENSG00000184307,-1.552539485,1.79E-06
ENSG00000184319,0.391333162,0.006512753
ENSG00000184343,0.023124027,0.78322977
ENSG00000184347,0.069112723,0.604253153
ENSG00000184348,-0.004820428,0.953655846
ENSG00000184349,-0.108217484,0.403872713
ENSG00000184363,0.024839242,0.766257227
ENSG00000184368,0.010215787,0.851580112
ENSG00000184371,-0.349492291,0.002807473
ENSG00000184374,0.434767948,0.029706101
ENSG00000184378,-0.024815577,0.853760595
ENSG00000184381,-0.170458665,0.184855751
ENSG00000184384,-0.075624369,0.434383499
ENSG00000184402,0.19201323,0.102795834
ENSG00000184408,0.304957727,NA
ENSG00000184428,0.005868074,0.95898549
ENSG00000184432,0.077451143,0.435938447
ENSG00000184434,0.051071967,0.376073226
ENSG00000184436,0.22368495,0.050555179
ENSG00000184441,0.024025181,0.854228029
ENSG00000184445,0.002600741,0.985339144
ENSG00000184451,0.165790157,0.222543264
ENSG00000184465,0.409235605,0.001123187
ENSG00000184470,-0.174159461,0.145341752
ENSG00000184481,-0.044502596,0.672315377
ENSG00000184489,0.108325067,0.384047996
ENSG00000184492,0.004485979,0.949911192
ENSG00000184497,-0.177910367,0.214299978
ENSG00000184500,-0.121684868,0.371920081
ENSG00000184508,0.169464118,0.230348956
ENSG00000184517,0.459622571,0.000159449
ENSG00000184524,0.069881371,0.598636167
ENSG00000184530,0.00092834,0.99488974
ENSG00000184545,0.303508237,0.021721568
ENSG00000184551,3.44E-05,0.998608743
ENSG00000184557,0.071351272,0.572313168
ENSG00000184564,2.632118147,1.42E-05
ENSG00000184575,0.562044385,5.04E-09
ENSG00000184584,-0.433661805,0.012082611
ENSG00000184588,0.005072758,0.954357187
ENSG00000184596,0.018569826,0.83770888
ENSG00000184599,0.084059018,0.057156768
ENSG00000184602,-0.116773056,0.350010814
ENSG00000184612,-0.136595491,0.201080566
ENSG00000184616,0.023104422,0.847077802
ENSG00000184619,0.043250023,0.669413619
ENSG00000184634,0.197119405,0.066887664
ENSG00000184635,0.228960076,0.133583641
ENSG00000184640,0.35215861,0.009008338
ENSG00000184659,0.036217617,0.566360393
ENSG00000184661,0.093825664,0.480517661
ENSG00000184674,0.000933044,0.993105545
ENSG00000184675,0.025202729,0.822691536
ENSG00000184677,0.049519605,0.597027249
ENSG00000184678,-0.047376183,0.712486597
ENSG00000184682,0.059218671,0.050138996
ENSG00000184697,-0.035471698,0.55956115
ENSG00000184702,0.361452413,0.024642469
ENSG00000184708,-0.12906743,0.151068943
ENSG00000184719,0.024271093,0.853657986
ENSG00000184730,0.03014779,0.531033915
ENSG00000184731,0.022637361,0.506958482
ENSG00000184743,-0.673696859,0.000168569
ENSG00000184752,-0.000597897,0.999863286
ENSG00000184779,-0.013503386,0.965167657
ENSG00000184785,-0.486328543,0.002513211
ENSG00000184786,0.027361501,0.772345035
ENSG00000184787,-0.089865445,0.359765765
ENSG00000184788,-0.795725058,0.000460023
ENSG00000184792,0.164721994,0.196055047
ENSG00000184795,-0.039516886,0.54691559
ENSG00000184831,0.058468201,0.657213327
ENSG00000184838,-0.20569481,0.148985986
ENSG00000184840,-0.0187489,0.844652208
ENSG00000184844,-0.028980655,0.637132834
ENSG00000184857,-0.041774899,0.745432104
ENSG00000184860,0.028358633,0.682797177
ENSG00000184863,-0.137204824,0.224649007
ENSG00000184867,0.348106308,0.002267453
ENSG00000184886,-0.12028992,0.356185449
ENSG00000184887,-0.208200234,0.029961306
ENSG00000184895,0.005662514,0.876139586
ENSG00000184897,-0.086401964,0.508188362
ENSG00000184898,0.625482331,5.61E-05
ENSG00000184900,-0.135560144,0.080563066
ENSG00000184903,0.003359073,0.979692448
ENSG00000184905,0.02611811,0.714111875
ENSG00000184908,-0.066077257,0.478561328
ENSG00000184916,0.80629842,0.005097078
ENSG00000184922,0.296646123,0.062084317
ENSG00000184923,0.049596965,0.695396799
ENSG00000184924,-0.025516018,0.831483742
ENSG00000184939,0.246212159,0.06075027
ENSG00000184949,0.626194301,0.002080281
ENSG00000184956,0.010911974,0.863518533
ENSG00000184961,0.487604638,0.018613321
ENSG00000184967,-0.123030889,0.331114658
ENSG00000184979,-0.264009605,0.058275866
ENSG00000184983,-0.029740459,0.735657478
ENSG00000184985,-0.540383504,0.017239437
ENSG00000184986,-0.00539298,0.962463874
ENSG00000184988,0.417588563,0.033902749
ENSG00000184990,0.010044107,0.939011909
ENSG00000184992,-0.14084947,0.285546814
ENSG00000184995,0.154944389,0.223075711
ENSG00000185000,-0.190316357,0.099660696
ENSG00000185008,0.178459531,0.161673423
ENSG00000185009,-0.104941512,0.218565602
ENSG00000185010,0.043220299,0.725723518
ENSG00000185013,-0.02410529,0.76128032
ENSG00000185015,-0.124293702,0.323511982
ENSG00000185019,0.083348253,0.447227208
ENSG00000185020,-0.029693198,0.582525437
ENSG00000185022,-1.245419925,4.06E-12
ENSG00000185024,0.088893005,0.289718979
ENSG00000185031,0.045016518,0.343537765
ENSG00000185033,0.001852109,0.983277433
ENSG00000185040,0.023780008,0.833670983
ENSG00000185043,-0.002750466,0.977888369
ENSG00000185044,-0.010192476,0.908957758
ENSG00000185046,-0.010062701,0.903522846
ENSG00000185049,0.055963054,0.537649002
ENSG00000185052,-0.139361254,0.061755916
ENSG00000185055,0.074736104,0.412440848
ENSG00000185065,-0.003202179,0.942497577
ENSG00000185070,0.483795128,0.014051267
ENSG00000185074,0.039462811,0.278874214
ENSG00000185085,-0.156679293,0.148445273
ENSG00000185087,-0.116711882,0.142200987
ENSG00000185088,-0.095846473,0.392978054
ENSG00000185090,-0.014214288,0.896744038
ENSG00000185100,0.389282138,0.037745043
ENSG00000185101,0.013380035,0.842862997
ENSG00000185104,-0.128268966,0.166149046
ENSG00000185105,-0.017445731,0.727291044
ENSG00000185112,-1.075994721,5.29E-05
ENSG00000185115,0.114179328,0.232245753
ENSG00000185122,-0.378947222,0.000259342
ENSG00000185127,-0.115165586,0.129040966
ENSG00000185128,0.028027189,0.808793484
ENSG00000185129,-0.114944343,0.306035922
ENSG00000185133,0.08056617,0.318296871
ENSG00000185155,0.009955765,0.870350473
ENSG00000185158,0.007417096,0.948805452
ENSG00000185163,-0.285593865,0.065750776
ENSG00000185164,0.014764139,0.870659079
ENSG00000185182,0.041953875,0.479991901
ENSG00000185187,-0.152667248,0.276061911
ENSG00000185189,-0.433003977,0.00085201
ENSG00000185201,-0.155866982,0.183105182
ENSG00000185215,0.766017898,5.32E-05
ENSG00000185219,0.443871254,2.26E-06
ENSG00000185220,0.249837539,0.097944174
ENSG00000185222,-0.622406627,8.78E-07
ENSG00000185236,-0.111812657,0.134116283
ENSG00000185238,0.088099466,0.413230984
ENSG00000185245,0.036779172,0.76379028
ENSG00000185246,-0.036432119,0.717811779
ENSG00000185250,-0.075015653,0.568426275
ENSG00000185252,0.704524928,0.000141259
ENSG00000185261,-0.27598947,0.060983874
ENSG00000185262,-0.81192772,2.43E-05
ENSG00000185267,0.568692879,0.007322531
ENSG00000185271,0.000487443,0.996409759
ENSG00000185274,-0.081233895,0.200799087
ENSG00000185278,0.082797716,0.467608043
ENSG00000185291,-0.139803859,0.311350345
ENSG00000185298,-0.240398289,0.04318458
ENSG00000185304,0.026557999,0.818786341
ENSG00000185305,-0.031098484,0.819191049
ENSG00000185306,0.153615916,0.02866045
ENSG00000185324,0.038641277,0.748556431
ENSG00000185338,1.010409065,0.000121499
ENSG00000185339,0.089781148,0.494048452
ENSG00000185340,-0.160342981,0.219733335
ENSG00000185344,-0.429690886,3.03E-05
ENSG00000185345,0.025465467,0.841673517
ENSG00000185347,-0.057336198,0.639843723
ENSG00000185359,-0.207000924,0.042692841
ENSG00000185361,-0.277150111,0.038005369
ENSG00000185379,0.260496788,0.048359748
ENSG00000185386,-0.374042795,0.015342616
ENSG00000185390,-0.110626848,0.410594898
ENSG00000185404,0.058978975,0.625445613
ENSG00000185418,0.683705868,0.000754548
ENSG00000185420,0.220598737,0.071558745
ENSG00000185432,-2.266017628,3.07E-19
ENSG00000185433,-0.012538747,0.868196196
ENSG00000185437,0.33008105,0.037009245
ENSG00000185442,-0.335575354,0.048298022
ENSG00000185453,-0.1004813,0.3929513
ENSG00000185475,-0.066781808,0.543383959
ENSG00000185477,0.026228762,0.589826806
ENSG00000185480,0.444288459,0.016747055
ENSG00000185482,0.149045189,0.225027604
ENSG00000185483,-0.318919148,0.024059944
ENSG00000185485,0.103297793,0.3147242
ENSG00000185495,0.074972341,0.165542821
ENSG00000185499,-0.664607487,0.000903166
ENSG00000185504,0.253919482,0.02199299
ENSG00000185507,-0.026063538,0.819024098
ENSG00000185513,0.20140851,0.130724782
ENSG00000185515,-0.124835682,0.2066116
ENSG00000185519,-0.109037232,0.160517246
ENSG00000185522,-0.03071065,0.732789254
ENSG00000185523,-0.000356617,0.994154867
ENSG00000185527,0.013389813,0.834796992
ENSG00000185532,0.462350697,0.000209148
ENSG00000185551,-0.714711488,5.55E-05
ENSG00000185561,-0.806617866,0.00058729
ENSG00000185565,-0.109884095,0.391446271
ENSG00000185567,0.077764361,0.401679743
ENSG00000185585,0.302177835,0.02694015
ENSG00000185591,0.05886826,0.424305295
ENSG00000185596,0.112042655,0.318322286
ENSG00000185607,-0.077980127,0.243389817
ENSG00000185608,-0.137126234,0.156530163
ENSG00000185614,-0.020513641,0.874808559
ENSG00000185619,-0.114509989,0.271572769
ENSG00000185621,0.20009406,0.103810384
ENSG00000185624,0.013493447,0.866836677
ENSG00000185627,-0.02143155,0.830078598
ENSG00000185630,0.12794782,0.243949786
ENSG00000185633,0.084494469,0.464217119
ENSG00000185634,0.538179767,0.015737573
ENSG00000185641,-0.050717427,0.694105709
ENSG00000185650,0.58458002,0.000252292
ENSG00000185651,-0.138121235,0.068381041
ENSG00000185652,0.126435731,0.355506468
ENSG00000185658,-0.022265342,0.80356201
ENSG00000185664,-0.012917621,0.899563626
ENSG00000185666,1.127198323,0.009783081
ENSG00000185669,0.081764173,0.318284851
ENSG00000185670,0.090684599,0.497951369
ENSG00000185674,-0.017464098,0.732072095
ENSG00000185684,0.123757948,0.327391495
ENSG00000185689,0.052888146,0.59402799
ENSG00000185697,0.618832881,0.007775678
ENSG00000185710,-0.01543034,0.889899619
ENSG00000185716,-0.821321262,1.10E-08
ENSG00000185721,-0.169845775,0.049510481
ENSG00000185722,0.006815566,0.927567722
ENSG00000185728,0.018578612,0.809075651
ENSG00000185730,0.028461059,0.827328343
ENSG00000185739,0.116830106,0.078222139
ENSG00000185742,0.011063303,0.885187956
ENSG00000185745,1.471237435,3.97E-06
ENSG00000185753,-0.064914609,0.570149077
ENSG00000185760,0.188450669,0.084061035
ENSG00000185761,-0.106407131,0.430775502
ENSG00000185774,0.048770672,0.697000024
ENSG00000185787,-0.252204937,0.014682777
ENSG00000185798,0.0403527,0.739022623
ENSG00000185800,-0.247145833,0.01286474
ENSG00000185803,-0.347954958,0.010334133
ENSG00000185808,0.008614537,0.945191213
ENSG00000185813,-1.082281977,3.97E-13
ENSG00000185818,-0.005468878,0.92930714
ENSG00000185825,-0.19284658,0.061178927
ENSG00000185829,0.115479963,0.38894128
ENSG00000185834,0.08884019,0.505797605
ENSG00000185837,0.048783664,0.370384373
ENSG00000185838,-0.119343826,0.371692809
ENSG00000185839,0.040251688,0.738830342
ENSG00000185842,0.319656207,0.06010005
ENSG00000185860,-0.186451723,0.01667473
ENSG00000185862,0.093408748,0.33013894
ENSG00000185864,-0.096053109,0.409808755
ENSG00000185869,0.001082838,0.994353417
ENSG00000185875,0.680683012,0.000822948
ENSG00000185880,0.365479853,0.005687617
ENSG00000185883,0.022412884,0.647245706
ENSG00000185885,0.097755995,0.431852033
ENSG00000185896,0.003288053,0.965220002
ENSG00000185900,0.073646571,0.578225885
ENSG00000185904,-0.005995249,0.955862531
ENSG00000185909,-0.035475959,0.779016038
ENSG00000185917,0.233828818,0.027214045
ENSG00000185920,-0.154613963,0.262837628
ENSG00000185928,0.166883928,0.234415693
ENSG00000185933,-0.003192603,0.956536333
ENSG00000185946,0.0006272,0.996446808
ENSG00000185947,-0.056620545,0.650510046
ENSG00000185950,-2.12125924,1.67E-24
ENSG00000185955,-0.004819905,0.938298799
ENSG00000185958,-0.025761225,0.638179018
ENSG00000185963,-0.1489768,0.087982157
ENSG00000185972,1.017000038,0.003024931
ENSG00000185973,0.278965855,0.034753885
ENSG00000185978,-0.061695925,0.277128398
